,CAS,Name,Formula,Mw,Elements,SMILES,InChi
1292,105-34-0,"Acetic acid, cyano-, methyl ester",C4H5NO2,99.0320284047704,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1297,105-37-3,"Propanoic acid, ethyl ester",C5H10O2,102.06807956153341,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1315,105-43-1,"Pentanoic acid, 3-methyl-",C6H12O2,116.0837296260114,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1345,105-53-3,"Propanedioic acid, diethyl ester",C7H12O4,160.0735588651548,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1348,105-54-4,"Butanoic acid, ethyl ester",C6H12O2,116.0837296260114,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1355,105-56-6,"Acetic acid, cyano-, ethyl ester",C5H7NO2,113.0476784692484,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1359,105-57-7,"Ethane, 1,1-diethoxy-",C6H14O2,118.0993796904894,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1363,105-58-8,"Carbonic acid, diethyl ester",C5H10O3,118.0629941811051,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1365,105-60-2,Caprolactam,C6H11NO,113.0840639786327,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1381,10573-35-0,"Ether, 6-methylheptyl vinyl",C10H20O,156.1514152643517,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1388,105-75-9,"2-Butenedioic acid (e), dibutyl ester",C12H20O4,228.13615912306682,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1389,105-76-0,"2-Butenedioic acid (Z)-, dibutyl ester",C12H20O4,228.13615912306682,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1400,105-85-1,"Formic acid, citronellyl ester",C11H20O2,184.1463298839234,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1437,106-00-3,Bis-(2-methoxyethyl)adipate,C12H22O6,262.1416384266882,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1456,106-21-8,"3,7-Dimethyl-1-octanol",C10H22O,158.1670653288297,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1478,106-37-6,"Benzene, 1,4-dibromo-",C6H4Br2,233.86797535695598,"['C', 'H', 'Br']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1480,106-38-7,"Benzene, 1-bromo-4-methyl-",C7H7Br,169.97311283967298,"['C', 'H', 'Br']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1483,106-39-8,1-Bromo-4-chlorobenzene,C6H4BrCl,189.91849042532598,"['C', 'H', 'Br', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1484,106-40-1,4-Bromoaniline,C6H6BrN,170.96836181186598,"['C', 'H', 'Br', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1487,106-41-2,4-Bromophenol,C6H5BrO,171.95237739476667,"['C', 'H', 'Br', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1488,106-42-3,p-Xylene,C8H10,106.07825032239,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1489,106-43-4,"Benzene, 1-chloro-4-methyl-",C7H7Cl,126.023627908043,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1490,106-44-5,"Phenol, 4-methyl-",C7H8O,108.0575148774837,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1492,106-45-6,"Benzenethiol, 4-methyl-",C7H8S,124.034671432326,"['C', 'H', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1493,106-46-7,"Benzene, 1,4-dichloro-",C6H4Cl2,145.969005493696,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1495,106-47-8,p-Chloroaniline,C6H6ClN,127.018876880236,"['C', 'H', 'Cl', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1498,106-48-9,p-Chlorophenol,C6H5ClO,128.0028924631367,"['C', 'H', 'Cl', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1499,106-49-0,p-Toluidine,C7H9N,107.073499294583,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1500,106-50-3,"1,4-Benzenediamine",C6H8N2,108.068748266776,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1512,106-61-6,"Acetin, 1-mono-",C5H10O4,134.0579088006768,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1538,106-70-7,"Hexanoic acid, methyl ester",C7H14O2,130.0993796904894,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1558,1067-74-9,"Acetic acid, phosphono-, p,p-diethyl c-methyl ester",C7H15O5P,210.06571057987048,"['C', 'H', 'O', 'P']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1574,106-93-4,"Ethane, 1,2-dibromo-",C2H4Br2,185.86797535695598,"['C', 'H', 'Br']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1578,106-95-6,"1-Propene, 3-bromo-",C3H5Br,119.957462775195,"['C', 'H', 'Br']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1580,106-97-8,Butane,C4H10,58.078250322390005,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1582,106-99-0,"1,3-Butadiene",C4H6,54.046950193434,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1584,107-00-6,1-Butyne,C4H6,54.046950193434,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1586,107-02-8,2-Propenal,C3H4O,56.0262147485277,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1590,107-04-0,"Ethane, 1-bromo-2-chloro-",C2H4BrCl,141.918490425326,"['C', 'H', 'Br', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1591,107-05-1,"1-Propene, 3-chloro-",C3H5Cl,76.007977843565,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1594,107-06-2,"Ethane, 1,2-dichloro-",C2H4Cl2,97.969005493696,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1604,107-08-4,"Propane, 1-iodo-",C3H7I,169.959247164673,"['C', 'H', 'I']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1609,107-11-9,2-Propen-1-amine,C3H7N,57.057849230105,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1615,107-13-1,2-Propenenitrile,C3H3N,53.026549101149,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1623,107-15-3,Ethylenediamine,C2H8N2,60.068748266776,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1629,107-18-6,2-Propen-1-ol,C3H6O,58.0418648130057,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1631,107-19-7,2-Propyn-1-ol,C3H4O,56.0262147485277,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1635,107-21-1,"1,2-Ethanediol",C2H6O2,62.036779432577404,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1636,1072-16-8,"Octane, 2,7-dimethyl-",C10H22,142.172150709258,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1649,107-25-5,"Ethene, methoxy-",C3H6O,58.0418648130057,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1664,1072-85-1,"Benzene, 1-bromo-2-fluoro-",C6H4BrF,173.9480409056952,"['C', 'H', 'Br', 'F']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1668,107-30-2,"Methane, chloromethoxy-",C2H5ClO,80.0028924631367,"['C', 'H', 'Cl', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1670,1073-06-9,"Benzene, 1-bromo-3-fluoro-",C6H4BrF,173.9480409056952,"['C', 'H', 'Br', 'F']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1672,107-31-3,Methyl formate,C2H4O2,60.0211293680994,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1684,1073-47-8,"Phosphonous dibromide, phenyl-",C6H5Br2P,265.849562387622,"['C', 'H', 'Br', 'P']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1687,1073-67-2,"Benzene, 1-chloro-4-ethenyl-",C8H7Cl,138.023627908043,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1697,107-41-5,"2,4-Pentanediol, 2-methyl-",C6H14O2,118.0993796904894,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1703,1074-43-7,"Benzene, 1-methyl-3-propyl-",C10H14,134.109550451346,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1712,1074-55-1,"Benzene, 1-methyl-4-propyl-",C10H14,134.109550451346,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1724,1075-38-3,"Benzene, 1-(1,1-dimethylethyl)-3-methyl-",C11H16,148.125200515824,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1732,1075-76-9,"Aniline, n-beta-cyanoethyl-",C9H10N2,146.084398331254,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1740,1076-38-6,4-Hydroxycoumarin,C9H6O3,162.0316940521491,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1767,1077-16-3,n-Hexylbenzene,C12H18,162.14085058030201,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1776,107-80-2,"Butane, 1,3-dibromo-",C4H8Br2,213.899275485912,"['C', 'H', 'Br']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1778,107-81-3,"Pentane, 2-bromo-",C5H11Br,150.004412968629,"['C', 'H', 'Br']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1781,107-82-4,"Butane, 1-bromo-3-methyl-",C5H11Br,150.004412968629,"['C', 'H', 'Br']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1784,107-83-5,"Pentane, 2-methyl-",C6H14,86.109550451346,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1789,1078-71-3,n-Heptylbenzene,C13H20,176.15650064478,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1790,107-87-9,2-Pentanone,C5H10O,86.0731649419617,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1791,107-88-0,"1,3-Butanediol",C4H10O2,90.06807956153341,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1798,1079-21-6,Phenyl hydroquinone,C12H10O2,186.0680795615334,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1800,107-92-6,Butanoic acid,C4H8O2,88.0524294970554,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1826,108-05-4,Acetic acid ethenyl ester,C4H6O2,86.0367794325774,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1832,108-10-1,Methyl isobutyl ketone,C6H12O,100.0888150064397,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1834,1081-15-8,"Formaldehyde, 2,4-dinitrophenylhydrazone",C7H6N4O4,210.0389046894488,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1848,108-21-4,"Acetic acid, 1-methylethyl ester",C5H10O2,102.06807956153341,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1851,108-24-7,Acetic acid anhydride,C4H6O3,102.0316940521491,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1859,108-29-2,"2(3H)-Furanone, dihydro-5-methyl-",C5H8O2,100.0524294970554,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1864,108-31-6,"2,5-Furandione",C4H2O3,98.0003939231931,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1865,108-32-7,Propylene carbonate,C4H6O3,102.0316940521491,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1870,108-36-1,"Benzene, 1,3-dibromo-",C6H4Br2,233.86797535695598,"['C', 'H', 'Br']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1873,108-38-3,"Benzene, 1,3-dimethyl-",C8H10,106.07825032239,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1875,108-39-4,"Phenol, 3-methyl-",C7H8O,108.0575148774837,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1876,108-40-7,"Benzenethiol, 3-methyl-",C7H8S,124.034671432326,"['C', 'H', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1877,108-41-8,"Benzene, 1-chloro-3-methyl-",C7H7Cl,126.023627908043,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1878,108-42-9,m-Chloroaniline,C6H6ClN,127.018876880236,"['C', 'H', 'Cl', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1879,108-43-0,"Phenol, 3-chloro-",C6H5ClO,128.0028924631367,"['C', 'H', 'Cl', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1887,108-47-4,"Pyridine, 2,4-dimethyl-",C7H9N,107.073499294583,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1889,108-48-5,"Pyridine, 2,6-dimethyl-",C7H9N,107.073499294583,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1891,108-50-9,"Pyrazine, 2,6-dimethyl-",C6H8N2,108.068748266776,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1898,108-58-7,"1,3-Benzenediol, diacetate",C10H10O4,194.0579088006768,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1908,108-67-8,"Benzene, 1,3,5-trimethyl-",C9H12,120.093900386868,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1917,108-70-3,"Benzene, 1,3,5-trichloro-",C6H3Cl3,179.930033143827,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1922,108-75-8,"Pyridine, 2,4,6-trimethyl-",C8H11N,121.089149359061,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1933,108-83-8,"4-Heptanone, 2,6-dimethyl-",C9H18O,142.1357651998737,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1935,108-84-9,4-Methyl-2-pentyl acetate,C8H16O2,144.1150297549674,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1936,108-85-0,"Cyclohexane, bromo-",C6H11Br,162.004412968629,"['C', 'H', 'Br']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1938,108-86-1,"Benzene, bromo-",C6H5Br,155.95746277519498,"['C', 'H', 'Br']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1939,108-87-2,"Cyclohexane, methyl-",C7H14,98.109550451346,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1941,108-88-3,Toluene,C7H8,92.062600257912,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1942,108-89-4,"Pyridine, 4-methyl-",C6H7N,93.05784923010499,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1943,108-90-7,"Benzene, chloro-",C6H5Cl,112.007977843565,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1944,108-91-8,Cyclohexanamine,C6H13N,99.10479942353899,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1945,108-93-0,Cyclohexanol,C6H12O,100.0888150064397,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1946,108-94-1,Cyclohexanone,C6H10O,98.0731649419617,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1947,108-95-2,Phenol,C6H6O,94.0418648130057,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1955,108-99-6,"Pyridine, 3-methyl-",C6H7N,93.05784923010499,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1961,109-04-6,"Pyridine, 2-bromo-",C5H4BrN,156.95271174738798,"['C', 'H', 'Br', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
1962,109-05-7,2-Methylpiperidine,C6H13N,99.10479942353899,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
